Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,Demand_MW_z28,Demand_MW_z29,Demand_MW_z30,Demand_MW_z31,Demand_MW_z32,Demand_MW_z33,Demand_MW_z34,Demand_MW_z35,Demand_MW_z36,Demand_MW_z37,Demand_MW_z38,Demand_MW_z39,Demand_MW_z40,Demand_MW_z41,Demand_MW_z42,Demand_MW_z43,Demand_MW_z44,Demand_MW_z45,Demand_MW_z46,Demand_MW_z47,Demand_MW_z48,Demand_MW_z49,Demand_MW_z50,Demand_MW_z51,Demand_MW_z52,Demand_MW_z53,Demand_MW_z54,Demand_MW_z55,Demand_MW_z56,Demand_MW_z57,Demand_MW_z58,Demand_MW_z59,Demand_MW_z60,Demand_MW_z61,Demand_MW_z62,Demand_MW_z63,Demand_MW_z64,Demand_MW_z65,Demand_MW_z66,Demand_MW_z67,Demand_MW_z68,Demand_MW_z69,Demand_MW_z70,Demand_MW_z71,Demand_MW_z72,Demand_MW_z73
,,,,,,,,1279,39.3577437,35.3490846,65.5962395,26.9673429,25.8740722,49.5616032,45.5529441,62.3164275,63.7741217,71.0625928,0,0,96.5722415,70.6981692,115.522266,36.4423553,0,121.353043,65.960663,46.6462147,0,0,0,0,37.8246498,33.9721392,63.041083,25.9168897,24.8662049,47.6310405,43.7785298,59.8890288,61.2899418,68.2945065,0,0,92.8104832,67.9442783,111.022352,35.0228239,0,116.626004,63.3913112,44.8292145,0,0,0,0,39.3577439,35.3490849,65.5962398,26.9673426,25.8740726,49.5616029,45.552944,62.3164275,63.774122,71.0625932,0,0,96.5722413,70.6981688,115.522266,36.442355,0,121.353043,65.9606631,46.6462151,0,0,0,0,0
,,,,,,,,1280,40.693716,36.5489857,67.82286,27.8827313,26.7523503,51.2439387,47.0992083,64.431717,65.9388917,73.474765,0,0,99.8503217,73.0979713,119.443592,37.6793667,0,125.472291,68.1996537,48.2295893,0,0,0,0,37.688651,33.8499921,62.8144184,25.8237053,24.7767984,47.4597828,43.6211239,59.6736975,61.0695734,68.0489533,0,0,92.4767826,67.6999843,110.62317,34.8968991,0,116.206674,63.1633874,44.6680309,0,0,0,0,40.6937162,36.548986,67.8228603,27.882731,26.7523507,51.2439384,47.0992082,64.431717,65.9388919,73.4747654,0,0,99.8503215,73.0979709,119.443592,37.6793664,0,125.472291,68.1996537,48.2295897,0,0,0,0,0
,,,,,,,,1281,41.4418605,37.2209302,69.0697674,28.3953488,27.244186,52.1860465,47.9651163,65.6162791,67.1511628,74.8255814,0,0,101.686047,74.4418605,121.639535,38.372093,0,127.77907,69.4534884,49.1162791,0,0,0,0,38.4876436,34.5676058,64.1460727,26.3711632,25.302062,48.4659216,44.5458838,60.9387691,62.3642373,69.4915788,0,0,94.4372737,69.1352117,112.968361,35.6367071,0,118.670235,64.5024398,45.614985,0,0,0,0,41.4418606,37.2209305,69.0697677,28.3953485,27.2441864,52.1860462,47.9651161,65.6162791,67.151163,74.8255818,0,0,101.686046,74.44186,121.639535,38.3720927,0,127.77907,69.4534884,49.1162794,0,0,0,0,0
,,,,,,,,1282,40.8406729,36.6809748,68.0677882,27.983424,26.8489609,51.4289955,47.2692974,64.6643988,66.1770163,73.7401039,0,0,100.21091,73.3619495,119.874938,37.8154379,0,125.925408,68.4459426,48.4037605,0,0,0,0,39.1676374,35.178341,65.2793956,26.8370849,25.7490949,49.32221,45.3329136,62.0154258,63.466079,70.7193452,0,0,96.1057768,70.3566819,114.964269,36.2663309,0,120.766882,65.6420589,46.4209035,0,0,0,0,40.8406731,36.6809751,68.0677885,27.9834237,26.8489612,51.4289953,47.2692972,64.6643988,66.1770166,73.7401043,0,0,100.21091,73.361949,119.874938,37.8154376,0,125.925408,68.4459427,48.4037608,0,0,0,0,0
,,,,,,,,1283,40.2394854,36.1410193,67.065809,27.5714993,26.4537358,50.6719446,46.5734785,63.7125185,65.2028699,72.6546264,0,0,98.7357744,72.2820386,118.110341,37.2587828,0,124.071747,67.4383968,47.691242,0,0,0,0,39.2696364,35.2699512,65.449394,26.9069731,25.8161498,49.4506532,45.450968,62.1769243,63.6313552,70.9035101,0,0,96.3560522,70.5399024,115.263655,36.3607744,0,121.081379,65.8130017,46.5417913,0,0,0,0,40.2394856,36.1410196,67.0658093,27.571499,26.4537361,50.6719443,46.5734783,63.7125185,65.2028701,72.6546268,0,0,98.7357742,72.2820381,118.110341,37.2587825,0,124.071746,67.4383969,47.6912423,0,0,0,0,0
,,,,,,,,1284,39.9589312,35.8890401,66.5982187,27.3792677,26.2692974,50.3186541,46.248763,63.2683078,64.7482682,72.1480703,0,0,98.0473775,71.7780802,117.286863,36.9990104,0,123.206705,66.9682088,47.3587333,0,0,0,0,39.3886353,35.3768298,65.6477255,26.9885094,25.8943806,49.6005037,45.5886983,62.3653392,63.8241775,71.1183693,0,0,96.6480403,70.7536597,115.612939,36.4709586,0,121.448292,66.0124351,46.682827,0,0,0,0,39.9589314,35.8890404,66.598219,27.3792674,26.2692977,50.3186539,46.2487629,63.2683078,64.7482684,72.1480706,0,0,98.0473774,71.7780797,117.286863,36.9990101,0,123.206704,66.9682089,47.3587336,0,0,0,0,0
,,,,,,,,1285,39.5180604,35.4930727,65.8634339,27.0771895,25.9794656,49.7634834,45.7384958,62.5702622,64.0338941,71.3520534,0,0,96.9656111,70.9861455,115.992825,36.5907966,0,121.847353,66.2293419,46.8362197,0,0,0,0,39.1846372,35.1936093,65.3077287,26.8487329,25.7602708,49.3436172,45.3525893,62.0423422,63.4936251,70.7500394,0,0,96.1474894,70.3872187,115.014167,36.2820715,0,120.819298,65.6705494,46.4410515,0,0,0,0,39.5180605,35.493073,65.8634342,27.0771892,25.9794659,49.7634832,45.7384957,62.5702622,64.0338943,71.3520538,0,0,96.9656109,70.986145,115.992825,36.5907963,0,121.847353,66.229342,46.83622,0,0,0,0,0
,,,,,,,,1286,39.3043048,35.3010886,65.5071747,26.9307274,25.8389411,49.4943097,45.4910935,62.2318159,63.6875309,70.9661059,0,0,96.4411182,70.6021771,115.365413,36.3928748,0,121.188273,65.8711034,46.5828798,0,0,0,0,39.099638,35.1172674,65.1660633,26.7904927,25.7043916,49.2365812,45.2542106,61.9077601,63.3558949,70.5965686,0,0,95.9389265,70.2345349,114.764678,36.2033685,0,120.557217,65.528097,46.3403117,0,0,0,0,39.304305,35.3010889,65.5071749,26.9307271,25.8389414,49.4943095,45.4910934,62.2318159,63.6875312,70.9661063,0,0,96.4411181,70.6021767,115.365413,36.3928745,0,121.188273,65.8711035,46.5828801,0,0,0,0,0
,,,,,,,,1287,39.344384,35.3370856,65.5739733,26.958189,25.8652895,49.5447798,45.5374815,62.2952746,63.752474,71.0384711,0,0,96.5394607,70.6741712,115.483053,36.4299852,0,121.311851,65.9382731,46.630381,0,0,0,0,39.1166378,35.1325358,65.1943964,26.8021407,25.7155675,49.2579884,45.2738864,61.9346765,63.3834409,70.6272627,0,0,95.9806391,70.2650716,114.814576,36.2191091,0,120.609633,65.5565875,46.3604596,0,0,0,0,39.3443841,35.3370859,65.5739736,26.9581887,25.8652898,49.5447796,45.5374813,62.2952746,63.7524743,71.0384714,0,0,96.5394605,70.6741708,115.483053,36.4299849,0,121.31185,65.9382732,46.6303813,0,0,0,0,0
,,,,,,,,1288,39.7184562,35.6730579,66.197427,27.2144978,26.1112073,50.0158338,45.9704354,62.8875557,64.3586096,71.7138793,0,0,97.4573231,71.3461158,116.581024,36.7763484,0,122.46524,66.5651905,47.0737259,0,0,0,0,39.0486384,35.0714623,65.0810641,26.7555486,25.6708642,49.1723595,45.1951834,61.8270109,63.2732567,70.5044861,0,0,95.8137888,70.1429246,114.614985,36.1561467,0,120.399969,65.4426255,46.2798678,0,0,0,0,39.7184564,35.6730582,66.1974273,27.2144975,26.1112076,50.0158335,45.9704353,62.8875557,64.3586099,71.7138797,0,0,97.457323,71.3461153,116.581024,36.776348,0,122.46524,66.5651906,47.0737262,0,0,0,0,0
,,,,,,,,1289,40.7738743,36.6209797,67.9564572,27.9376546,26.805047,51.3448788,47.1919842,64.5586343,66.0687778,73.6194953,0,0,100.047006,73.2419594,119.678872,37.7535873,0,125.719446,68.3339931,48.3245918,0,0,0,0,39.6096333,35.5753188,66.0160554,27.1399339,26.0396663,49.8787974,45.8444829,62.7152527,64.1822761,71.5173934,0,0,97.1903038,71.1506375,116.261609,36.6755864,0,122.129703,66.3828113,46.9447505,0,0,0,0,40.7738745,36.62098,67.9564575,27.9376543,26.8050473,51.3448785,47.191984,64.5586343,66.0687781,73.6194957,0,0,100.047006,73.241959,119.678872,37.753587,0,125.719446,68.3339932,48.3245921,0,0,0,0,0
,,,,,,,,1290,43.9267689,39.4527462,73.2112815,30.0979713,28.8777833,55.3151905,50.8411677,69.5507174,71.1776348,79.3122216,0,0,107.783276,78.9054923,128.933201,40.6729342,0,135.440871,73.6180109,52.0613557,0,0,0,0,43.3665985,38.9496301,72.2776641,29.7141508,28.5095231,54.6097906,50.1928223,68.6637809,70.2699512,78.3008028,0,0,106.408783,77.8992602,127.288997,40.1542578,0,133.713679,72.6792067,51.39745,0,0,0,0,43.9267691,39.4527465,73.2112818,30.097971,28.8777836,55.3151902,50.8411676,69.5507174,71.1776351,79.3122221,0,0,107.783275,78.9054918,128.933201,40.6729338,0,135.440871,73.6180109,52.0613561,0,0,0,0,0
,,,,,,,,1291,46.2914399,41.576571,77.1523998,31.7182088,30.4323355,58.2929243,53.5780554,73.2947798,75.0092776,83.5817665,0,0,113.585478,83.153142,135.873949,42.8624444,0,142.73194,77.5810243,54.8639288,0,0,0,0,47.2765622,42.4613568,78.7942704,32.3932001,31.0799622,59.5334488,54.7182433,74.8545569,76.6055407,85.3604596,0,0,116.002676,84.9227137,138.765465,43.7745947,0,145.7694,79.2320164,56.0314812,0,0,0,0,46.2914401,41.5765714,77.1524002,31.7182085,30.4323359,58.292924,53.5780553,73.2947798,75.0092779,83.5817669,0,0,113.585477,83.1531415,135.873948,42.862444,0,142.731939,77.5810244,54.8639291,0,0,0,0,0
,,,,,,,,1292,45.1825829,40.5806531,75.3043048,30.9584364,29.7033647,56.8965858,52.2946561,71.5390895,73.2125185,81.5796635,0,0,110.864671,81.1613063,132.619248,41.8357249,0,139.312964,75.722662,53.5497278,0,0,0,0,46.6305682,41.8811585,77.7176137,31.9505745,30.655281,58.7199748,53.9705651,73.831733,75.5587911,84.1940815,0,0,114.417598,83.762317,136.869353,43.1764521,0,143.777585,78.1493783,55.2658587,0,0,0,0,45.1825831,40.5806535,75.3043051,30.9584361,29.703365,56.8965855,52.294656,71.5390895,73.2125188,81.579664,0,0,110.864671,81.1613057,132.619248,41.8357245,0,139.312964,75.7226621,53.5497282,0,0,0,0,0
,,,,,,,,1293,42.8713508,38.5048243,71.4522514,29.3748144,28.1839436,53.9861455,49.619619,67.8796388,69.4674666,77.4066056,0,0,105.193592,77.0096487,125.835354,39.6956952,0,132.186665,71.8492083,50.8104899,0,0,0,0,45.3385802,40.7207618,75.5643003,31.0653235,29.8059185,57.0930269,52.4752086,71.7860853,73.465292,81.8613253,0,0,111.247442,81.4415237,133.077129,41.9801668,0,139.793956,75.984102,53.7346136,0,0,0,0,42.871351,38.5048247,71.4522517,29.3748141,28.1839439,53.9861452,49.6196189,67.8796388,69.4674669,77.406606,0,0,105.193592,77.0096482,125.835354,39.6956949,0,132.186665,71.8492084,50.8104902,0,0,0,0,0
,,,,,,,,1294,39.4913409,35.4690747,65.8189016,27.0588818,25.9619001,49.7298367,45.7075705,62.5279565,63.9905987,71.30381,0,0,96.9000495,70.9381495,115.914399,36.5660564,0,121.764968,66.1845621,46.8045522,0,0,0,0,43.5705966,39.1328506,72.617661,29.8539273,28.6436329,54.8666772,50.4289312,68.9867779,70.6005037,78.6691327,0,0,106.909334,78.2657013,127.88777,40.343145,0,134.342673,73.0210924,51.6392256,0,0,0,0,39.4913411,35.469075,65.8189018,27.0588815,25.9619004,49.7298365,45.7075704,62.5279565,63.990599,71.3038104,0,0,96.9000494,70.938149,115.914399,36.5660561,0,121.764968,66.1845622,46.8045525,0,0,0,0,0
,,,,,,,,1295,36.4586838,32.7452994,60.764473,24.98095,23.9682088,45.9109352,42.1975507,57.7262494,59.076571,65.8281791,0,0,89.4588075,65.4905987,107.012989,33.7580406,0,112.414275,61.1020534,43.2102919,0,0,0,0,41.3946167,37.1784983,68.9910279,28.3629781,27.2131277,52.1265544,47.910436,65.5414765,67.0746104,74.7402802,0,0,101.570124,74.3569967,121.500866,38.3283488,0,127.633402,69.3743113,49.0602865,0,0,0,0,36.458684,32.7452996,60.7644733,24.9809498,23.9682091,45.910935,42.1975506,57.7262494,59.0765712,65.8281795,0,0,89.4588074,65.4905983,107.012989,33.7580403,0,112.414275,61.1020535,43.2102922,0,0,0,0,0
,,,,,,,,1296,35.149431,31.5693963,58.582385,24.0838694,23.1074963,44.2622464,40.6822118,55.6532657,56.9550965,63.4642504,0,0,86.246289,63.1387927,103.170089,32.5457694,0,108.377412,58.9078427,41.6585849,0,0,0,0,39.1166378,35.1325358,65.1943964,26.8021407,25.7155675,49.2579884,45.2738864,61.9346765,63.3834409,70.6272627,0,0,95.9806391,70.2650716,114.814576,36.2191091,0,120.609633,65.5565875,46.3604596,0,0,0,0,35.1494311,31.5693966,58.5823852,24.0838691,23.1074966,44.2622462,40.6822117,55.6532657,56.9550967,63.4642507,0,0,86.2462888,63.1387923,103.170089,32.5457691,0,108.377412,58.9078427,41.6585851,0,0,0,0,0
,,,,,,,,1297,34.6016823,31.0774369,57.6694706,23.7085601,22.7474023,43.5724889,40.0482434,54.785997,56.0675408,62.4752598,0,0,84.9022761,62.1548738,101.562345,32.0385948,0,106.688521,57.9898565,41.0094013,0,0,0,0,37.8756493,34.0179443,63.1260822,25.9518338,24.8997324,47.6952621,43.8375571,59.9697781,61.3725799,68.386589,0,0,92.935621,68.0358886,111.172045,35.0700457,0,116.783252,63.4767826,44.8896584,0,0,0,0,34.6016825,31.0774372,57.6694708,23.7085599,22.7474026,43.5724886,40.0482433,54.785997,56.067541,62.4752601,0,0,84.902276,62.1548734,101.562345,32.0385945,0,106.68852,57.9898566,41.0094016,0,0,0,0,0
,,,,,,,,1298,34.3344879,30.8374567,57.2241465,23.5254824,22.5717467,43.2360218,39.7389906,54.3629391,55.6345868,61.9928253,0,0,84.2466601,61.6749134,100.77808,31.7911925,0,105.864671,57.5420584,40.6927264,0,0,0,0,37.263655,33.4682827,62.1060916,25.5325043,24.4974028,46.9246026,43.1292303,59.000787,60.3809224,67.2815992,0,0,91.4339682,66.9365654,109.375728,34.5033842,0,114.89627,62.4511255,44.1643318,0,0,0,0,34.334488,30.837457,57.2241467,23.5254822,22.5717469,43.2360216,39.7389905,54.3629391,55.6345871,61.9928257,0,0,84.24666,61.674913,100.77808,31.7911922,0,105.864671,57.5420585,40.6927267,0,0,0,0,0
,,,,,,,,1299,34.6818407,31.149431,57.8030678,23.7634834,22.800099,43.673429,40.1410193,54.9129144,56.197427,62.6199901,0,0,85.0989609,62.298862,101.797625,32.1128154,0,106.935675,58.1241959,41.1044038,0,0,0,0,36.940658,33.1781835,61.5677633,25.3111916,24.2850622,46.5178656,42.7553912,58.4893751,59.8575476,66.6984102,0,0,90.6414293,66.3563671,108.427672,34.2043129,0,113.900362,61.9098064,43.7815205,0,0,0,0,34.6818408,31.1494312,57.803068,23.7634832,22.8000992,43.6734288,40.1410192,54.9129144,56.1974272,62.6199904,0,0,85.0989608,62.2988616,101.797625,32.1128152,0,106.935675,58.124196,41.104404,0,0,0,0,0
,,,,,,,,1300,35.7639782,32.1213508,59.6066304,24.5049481,23.5115042,45.0361207,41.3934933,56.6262989,57.9508907,64.5738496,0,0,87.7542058,64.2427016,104.973899,33.1147947,0,110.272266,59.9377783,42.3869372,0,0,0,0,37.0766567,33.3003306,61.7944278,25.4043759,24.3744688,46.6891233,42.9127971,58.7047064,60.077916,66.9439635,0,0,90.9751299,66.6006611,108.826854,34.3302377,0,114.319692,62.1377302,43.9427042,0,0,0,0,35.7639784,32.1213511,59.6066306,24.5049478,23.5115045,45.0361205,41.3934932,56.6262989,57.9508909,64.5738499,0,0,87.7542057,64.2427012,104.973899,33.1147944,0,110.272266,59.9377784,42.3869374,0,0,0,0,0
,,,,,,,,1301,39.0103909,35.0371104,65.0173182,26.7293419,25.6457199,49.124196,45.1509154,61.7664523,63.2112816,70.435428,0,0,95.7199406,70.0742207,114.502721,36.1207323,0,120.282039,65.3785255,46.2345374,0,0,0,0,37.7396506,33.8957973,62.8994176,25.8586495,24.8103258,47.5240044,43.6801511,59.7544467,61.1522116,68.1410357,0,0,92.6019204,67.7915945,110.772863,34.9441209,0,116.363923,63.2488588,44.7284747,0,0,0,0,39.0103911,35.0371106,65.0173184,26.7293416,25.6457203,49.1241957,45.1509153,61.7664523,63.2112818,70.4354284,0,0,95.7199405,70.0742202,114.502721,36.120732,0,120.282038,65.3785256,46.2345377,0,0,0,0,0
,,,,,,,,1302,45.0089065,40.424666,75.0148441,30.8394359,29.5891885,56.6778822,52.0936418,71.2641019,72.9310985,81.2660811,0,0,110.438521,80.849332,132.109476,41.6749134,0,138.777462,75.4315933,53.3438892,0,0,0,0,39.745632,35.6974658,66.24272,27.2331182,26.1290729,50.0500551,46.0018889,62.930584,64.4026444,71.7629466,0,0,97.5240044,71.3949315,116.66079,36.8015111,0,122.549032,66.6107351,47.1059342,0,0,0,0,45.0089067,40.4246663,75.0148444,30.8394356,29.5891889,56.6778819,52.0936416,71.2641019,72.9310987,81.2660816,0,0,110.43852,80.8493315,132.109475,41.6749131,0,138.777461,75.4315933,53.3438895,0,0,0,0,0
,,,,,,,,1303,46.8258288,42.0565314,78.043048,32.0843642,30.7836467,58.9658585,54.1965611,74.1408956,75.8751855,84.5466353,0,0,114.89671,84.1130628,137.442479,43.3572489,0,144.379639,78.4766205,55.4972786,0,0,0,0,41.1566189,36.9647411,68.5943649,28.1999056,27.0566662,51.8268535,47.6349756,65.1646466,66.6889659,74.310562,0,0,100.986148,73.9294822,120.802298,38.1079805,0,126.899575,68.9754447,48.778215,0,0,0,0,46.825829,42.0565318,78.0430483,32.0843638,30.7836471,58.9658582,54.1965609,74.1408956,75.8751858,84.5466358,0,0,114.896709,84.1130623,137.442479,43.3572485,0,144.379638,78.4766206,55.4972789,0,0,0,0,0
,,,,,,,,1304,44.9821871,40.400668,74.9703118,30.8211282,29.571623,56.6442355,52.0627165,71.2217962,72.8878031,81.2178377,0,0,110.372959,80.801336,132.031049,41.6501732,0,138.695077,75.3868135,53.3122217,0,0,0,0,41.258618,37.0563513,68.7643633,28.2697938,27.1237211,51.9552967,47.75303,65.3261451,66.8542421,74.4947269,0,0,101.236424,74.1127026,121.101684,38.202424,0,127.214072,69.1463875,48.8991028,0,0,0,0,44.9821872,40.4006683,74.9703121,30.8211278,29.5716233,56.6442353,52.0627164,71.2217962,72.8878034,81.2178382,0,0,110.372959,80.8013355,132.031049,41.6501728,0,138.695076,75.3868136,53.312222,0,0,0,0,0
,,,,,,,,1305,43.151905,38.7568036,71.9198416,29.567046,28.368382,54.3394359,49.9443345,68.3238496,69.9220683,77.9131618,0,0,105.881989,77.5136071,126.658832,39.9554676,0,133.051707,72.3193963,51.1429985,0,0,0,0,41.6666142,37.4227924,69.444357,28.5493468,27.3919408,52.4690697,48.2252479,65.9721391,67.5153471,75.2313867,0,0,102.237526,74.8455847,122.299229,38.5801983,0,128.47206,69.830159,49.3826538,0,0,0,0,43.1519052,38.7568039,71.9198419,29.5670457,28.3683823,54.3394356,49.9443343,68.3238496,69.9220685,77.9131622,0,0,105.881989,77.5136066,126.658832,39.9554672,0,133.051707,72.3193964,51.1429988,0,0,0,0,0
,,,,,,,,1306,42.4438397,38.120856,70.7397328,29.0818901,27.9028946,53.4477981,49.1248144,67.2027461,68.7747402,76.6347105,0,0,104.144607,76.241712,124.580529,39.2998515,0,130.868506,71.1327313,50.30381,0,0,0,0,42.4316071,38.1098694,70.7193452,29.0735086,27.8948528,53.4323942,49.1106564,67.183378,68.754919,76.612624,0,0,104.114592,76.2197387,124.544625,39.2885251,0,130.830789,71.1122305,50.2893122,0,0,0,0,42.4438398,38.1208563,70.7397331,29.0818898,27.9028949,53.4477978,49.1248143,67.2027461,68.7747405,76.6347109,0,0,104.144606,76.2417115,124.580529,39.2998512,0,130.868505,71.1327314,50.3038103,0,0,0,0,0
,,,,,,,,1307,42.1499258,37.8568778,70.2498763,28.8805047,27.7096734,53.0776843,48.7846363,66.7373825,68.2984908,76.1040327,0,0,103.423429,75.7137556,123.717838,39.0277091,0,129.962271,70.6401534,49.9554676,0,0,0,0,42.550606,38.216748,70.9176767,29.1550449,27.9730836,53.5822446,49.2483866,67.3717928,68.9477412,76.8274831,0,0,104.40658,76.433496,124.893908,39.3987093,0,131.197702,71.3116638,50.4303479,0,0,0,0,42.149926,37.8568781,70.2498766,28.8805044,27.7096738,53.077684,48.7846362,66.7373825,68.2984911,76.1040331,0,0,103.423429,75.7137551,123.717838,39.0277087,0,129.962271,70.6401535,49.9554679,0,0,0,0,0
,,,,,,,,1308,42.1632855,37.8688768,70.2721425,28.8896586,27.7184562,53.0945077,48.800099,66.7585354,68.3201385,76.1281544,0,0,103.45621,75.7377536,123.757051,39.0400792,0,130.003464,70.6625433,49.9713013,0,0,0,0,42.9756021,38.5984574,71.6260035,29.4462459,28.2524791,54.1174248,49.7402802,68.0447033,69.6363923,77.5948371,0,0,105.449394,77.1969148,126.141351,39.7922241,0,132.508106,72.0239257,50.9340469,0,0,0,0,42.1632857,37.8688771,70.2721428,28.8896583,27.7184565,53.0945074,48.8000988,66.7585354,68.3201388,76.1281548,0,0,103.45621,75.7377531,123.757051,39.0400788,0,130.003463,70.6625434,49.9713017,0,0,0,0,0
,,,,,,,,1309,42.043048,37.7608857,70.0717467,28.8072736,27.6394112,52.9430975,48.6609352,66.5681593,68.1253093,75.9110589,0,0,103.161183,75.5217714,123.404132,38.9287481,0,129.632731,70.4610341,49.8287976,0,0,0,0,43.0776011,38.6900677,71.7960019,29.5161341,28.3195341,54.2458681,49.8583347,68.2062018,69.8016685,77.7790021,0,0,105.69967,77.3801354,126.440737,39.8866677,0,132.822604,72.1948686,51.0549347,0,0,0,0,42.0430482,37.760886,70.0717469,28.8072733,27.6394115,52.9430972,48.660935,66.5681593,68.1253095,75.9110593,0,0,103.161182,75.5217709,123.404131,38.9287478,0,129.632731,70.4610342,49.828798,0,0,0,0,0
,,,,,,,,1310,42.283523,37.9768679,70.4725383,28.9720435,27.7975012,53.2459178,48.9392627,66.9489114,68.5149678,76.3452498,0,0,103.751237,75.9537357,124.10997,39.1514102,0,130.374196,70.8640524,50.113805,0,0,0,0,43.0096018,38.6289942,71.6826696,29.469542,28.2748308,54.1602393,49.7796317,68.0985361,69.6914843,77.6562254,0,0,105.532819,77.2579884,126.241146,39.8237053,0,132.612939,72.0809067,50.9743428,0,0,0,0,42.2835232,37.9768682,70.4725386,28.9720432,27.7975016,53.2459176,48.9392626,66.9489114,68.5149681,76.3452503,0,0,103.751237,75.9537353,124.10997,39.1514098,0,130.374196,70.8640525,50.1138054,0,0,0,0,0
,,,,,,,,1311,42.283523,37.9768679,70.4725383,28.9720435,27.7975012,53.2459178,48.9392627,66.9489114,68.5149678,76.3452498,0,0,103.751237,75.9537357,124.10997,39.1514102,0,130.374196,70.8640524,50.113805,0,0,0,0,42.7886038,38.4305053,71.3143397,29.3181174,28.1295451,53.8819456,49.523847,67.7486227,69.3333858,77.2572014,0,0,104.990556,76.8610106,125.592476,39.6190776,0,131.931529,71.7105305,50.7124194,0,0,0,0,42.2835232,37.9768682,70.4725386,28.9720432,27.7975016,53.2459176,48.9392626,66.9489114,68.5149681,76.3452503,0,0,103.751237,75.9537353,124.10997,39.1514098,0,130.374196,70.8640525,50.1138054,0,0,0,0,0
,,,,,,,,1312,42.43048,38.108857,70.7174666,29.0727363,27.8941118,53.4309748,49.1093518,67.1815933,68.7530925,76.6105888,0,0,104.111826,76.217714,124.541316,39.2874814,0,130.827313,71.1103414,50.2879762,0,0,0,0,42.2786085,37.972454,70.4643476,28.9686762,27.7942704,53.2397293,48.9335747,66.9411302,68.5070046,76.3363765,0,0,103.739178,75.9449079,124.095545,39.1468598,0,130.359043,70.8558162,50.1079805,0,0,0,0,42.4304801,38.1088573,70.7174669,29.072736,27.8941122,53.4309745,49.1093517,67.1815933,68.7530928,76.6105892,0,0,104.111826,76.2177135,124.541316,39.2874811,0,130.827313,71.1103415,50.2879766,0,0,0,0,0
,,,,,,,,1313,43.0183078,38.6368135,71.6971796,29.4755072,28.2805542,54.1712024,49.7897081,68.1123206,69.7055913,77.6719446,0,0,105.554181,77.2736269,126.2667,39.8317665,0,132.639782,72.0954973,50.9846611,0,0,0,0,42.9246025,38.5526523,71.5410042,29.4113017,28.2189517,54.0532032,49.6812529,67.963954,69.5537541,77.5027546,0,0,105.324256,77.1053046,125.991658,39.7450024,0,132.350858,71.9384543,50.873603,0,0,0,0,43.018308,38.6368138,71.6971799,29.4755069,28.2805545,54.1712021,49.7897079,68.1123206,69.7055916,77.671945,0,0,105.554181,77.2736264,126.2667,39.8317661,0,132.639782,72.0954974,50.9846614,0,0,0,0,0
,,,,,,,,1314,46.1979218,41.4925779,76.9965364,31.6541316,30.370856,58.1751608,53.4698169,73.1467096,74.8577437,83.4129144,0,0,113.356012,82.9851559,135.599456,42.7758535,0,142.443592,77.4242949,54.7530925,0,0,0,0,47.0045648,42.2170628,78.3409413,32.2068314,30.9011491,59.1909334,54.4034315,74.4238942,76.164804,84.8693531,0,0,115.335275,84.4341256,137.967102,43.5227452,0,144.930741,78.7761687,55.7091138,0,0,0,0,46.197922,41.4925783,76.9965367,31.6541313,30.3708564,58.1751605,53.4698168,73.1467096,74.857744,83.4129149,0,0,113.356012,82.9851553,135.599456,42.7758532,0,142.443592,77.424295,54.7530929,0,0,0,0,0
,,,,,,,,1315,48.3354775,43.4124196,80.5591292,33.1187531,31.776101,60.8668976,55.9438397,76.5311727,78.3213756,87.2723899,0,0,118.60094,86.8248392,141.873578,44.7550718,0,149.034389,81.0066799,57.2864919,0,0,0,0,50.9145286,45.7287895,84.8575476,34.8858807,33.4715882,64.1145915,58.9288525,80.6146702,82.5003935,91.9290099,0,0,124.929167,91.4575791,149.44357,47.143082,0,156.986463,85.3289784,60.343145,0,0,0,0,48.3354777,43.41242,80.5591295,33.1187527,31.7761013,60.8668973,55.9438395,76.5311727,78.3213759,87.2723904,0,0,118.60094,86.8248386,141.873577,44.7550714,0,149.034389,81.00668,57.2864922,0,0,0,0,0
