Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,
,,,,,,,,2387,43.67293438,39.2247653,72.78822397,29.92404718,28.71091079,54.99554648,50.5473774,69.14881248,70.76632882,78.85390939,0,0,107.1604402,78.44952944,128.1881492,40.43790169,0,134.6582135,73.19260276,51.76051495,0,0,0,0,0,
,,,,,,,,2388,43.23206352,38.82879795,72.05343921,29.62196901,28.42107902,54.44037578,50.03711021,68.45076696,70.05195475,78.05789257,0,0,106.0786738,77.65759476,126.8941116,40.02968794,0,133.2988617,72.45373587,51.23800134,0,0,0,0,0,
,,,,,,,,2389,43.08510656,38.69680883,71.80851093,29.52127627,28.32446842,54.25531886,49.86702113,68.2180851,69.81383004,77.7925536,0,0,105.7180849,77.39361652,126.4627657,39.89361668,0,132.8457444,72.20744688,51.06383012,0,0,0,0,0,
,,,,,,,,2390,42.93814959,38.5648197,71.56358266,29.42058354,28.22785782,54.07026195,49.69693205,67.98540324,69.57570533,77.52721464,0,0,105.3574961,77.12963827,126.0314198,39.75754542,0,132.3926271,71.96115789,50.8896589,0,0,0,0,0,
,,,,,,,,2391,42.7644732,38.40883257,71.274122,29.30158305,28.11368168,53.85155834,49.49591771,67.71041562,69.29428525,77.21363226,0,0,104.9313457,76.81766401,125.5216475,39.59673394,0,131.8571249,71.67008913,50.68382022,0,0,0,0,0,
,,,,,,,,2392,43.19198434,38.79280091,71.98664057,29.59450735,28.39473067,54.3899057,49.99072227,68.38730826,69.98701164,77.98552738,0,0,105.9803314,77.58560068,126.7764718,39.99257759,0,133.1752842,72.38656613,51.19050009,0,0,0,0,0,
,,,,,,,,2393,43.64621491,39.20076726,72.74369152,29.9057394,28.69334521,54.96189975,50.5164521,69.10650666,70.72303339,78.80566591,0,0,107.0948786,78.40153337,128.1097227,40.41316145,0,134.5758285,73.14782292,51.72884743,0,0,0,0,0,
,,,,,,,,2394,44.64819416,40.10069307,74.41365694,30.59228073,29.3520538,56.22365139,51.67615029,70.6929738,72.34661088,80.61479512,0,0,109.5534388,80.20138496,131.0507173,41.34092,0,137.6652645,74.82706592,52.9163784,0,0,0,0,0,
,,,,,,,,2395,48.4557152,43.52041105,80.75952533,33.20113769,31.85514635,61.01830746,56.08300331,76.72154874,78.51620514,87.48948588,0,0,118.8959672,87.04082082,142.2264966,44.86640239,0,149.4051209,81.20818911,57.42899593,0,0,0,0,0,
,,,,,,,,2396,48.10836241,43.20843679,80.18060402,32.96313671,31.62679405,60.58090025,55.68097462,76.1715735,77.95336498,86.86232113,0,0,118.0436664,86.4168723,141.2069518,44.54477945,0,148.3341165,80.62605157,57.01731855,0,0,0,0,0,
,,,,,,,,2397,46.07768452,41.38458719,76.79614087,31.57174633,30.29181136,58.02375034,53.33065301,72.95633352,74.6629147,83.19581937,0,0,113.0609845,82.76917317,135.2465362,42.66452216,0,142.0728597,77.22278586,54.6105892,0,0,0,0,0,
,,,,,,,,2398,42.06976763,37.78488405,70.11627939,28.82558109,27.65697709,52.97674393,48.69186035,66.61046514,68.16860493,75.95930276,0,0,103.2267441,75.56976698,123.482558,38.95348805,0,129.715116,70.50581406,49.86046547,0,0,0,0,0,
,,,,,,,,2399,38.87679381,34.91712051,64.79465635,26.63780277,25.55789243,48.95596212,44.99628882,61.55492328,62.99480476,70.19421114,0,0,95.39213242,69.83424,114.1105886,35.99703085,0,119.8701135,65.15462647,46.07620019,0,0,0,0,0,
,,,,,,,,2400,37.04651178,33.27325609,61.74418631,25.38372066,24.35465146,46.65116255,42.87790686,58.65697675,60.02906999,66.88953525,0,0,90.90116266,66.5465112,108.7383719,34.30232529,0,114.2267439,62.08720937,43.90697704,0,0,0,0,0,
,,,,,,,,2401,36.37852563,32.67330556,60.63087606,24.92602645,23.91551241,45.80999482,42.10477475,57.59933201,58.94668503,65.68344914,0,0,89.26212258,65.34661017,106.7777089,33.6838196,0,112.16712,60.96771407,43.11528975,0,0,0,0,0,
,,,,,,,,2402,36.15141035,32.46932239,60.25235058,24.77041042,23.76620513,45.52399779,41.84190983,57.23973281,58.57867414,65.27337987,0,0,88.70484895,64.93864382,106.1110835,33.47352767,0,111.4668478,60.58708567,42.84611607,0,0,0,0,0,
,,,,,,,,2403,36.08461173,32.40932733,60.14101955,24.724641,23.72229123,45.43988101,41.76459662,57.13396833,58.47043564,65.15277125,0,0,88.54094494,64.81865371,105.9150171,33.4116771,0,111.2608854,60.47513614,42.76694734,0,0,0,0,0,
,,,,,,,,2404,37.12667012,33.34525015,61.87778353,25.43864396,24.40734814,46.75210268,42.97068271,58.78389411,60.15895618,67.03426557,0,0,91.09784746,66.69049932,108.9736515,34.37654597,0,114.4738988,62.22154881,44.00197951,0,0,0,0,0,
,,,,,,,,2405,40.19940642,36.10502258,66.9990107,27.54403732,26.42738776,50.62147428,46.52709044,63.6490599,65.13792704,72.58226168,0,0,98.63743186,72.2100441,117.9927015,37.22167214,0,123.948169,67.37122722,47.64374106,0,0,0,0,0,
,,,,,,,,2406,43.81989131,39.35675439,73.03315218,30.02473989,28.80752136,55.18060335,50.71746644,69.38149428,71.00445347,79.11924829,0,0,107.521029,78.71350762,128.619495,40.57397292,0,135.1113307,73.43889169,51.93468612,0,0,0,0,0,
,,,,,,,,2407,45.18258306,40.58065347,75.30430509,30.95843607,29.70336502,56.89658554,52.29465595,71.53908954,73.21251881,81.57966395,0,0,110.8646708,81.16130574,132.6192477,41.83572452,0,139.3129635,75.72266211,53.5497282,0,0,0,0,0,
,,,,,,,,2408,44.56803581,40.02869899,74.28005968,30.53735741,29.2993571,56.12271123,51.58337442,70.5660564,72.21672465,80.47006475,0,0,109.3567539,80.0573968,130.8154377,41.2666993,0,137.4181095,74.69272645,52.8213759,0,0,0,0,0,
,,,,,,,,2409,43.94012884,39.46474551,73.23354807,30.10712487,28.88656641,55.33201358,50.85663025,69.57187038,71.19928282,79.33634384,0,0,107.8160563,78.92948986,128.9724145,40.68530397,0,135.4820631,73.64040089,52.07718987,0,0,0,0,0,
,,,,,,,,2410,44.19396356,39.69272669,73.65660593,30.28104865,29.05343923,55.65165729,51.15042043,69.97377534,71.61058906,79.79465652,0,0,108.4388914,79.38545221,129.7174664,40.92033611,0,136.2647201,74.06580907,52.37803101,0,0,0,0,0,
,,,,,,,,2411,44.27412192,39.76472077,73.79020319,30.33597197,29.10613593,55.75259745,51.2431963,70.10069274,71.74047529,79.93938689,0,0,108.6355763,79.52944037,129.952746,40.99455681,0,136.511875,74.20014854,52.47303351,0,0,0,0,0,
,,,,,,,,2412,44.22068302,39.71672473,73.70113837,30.29935643,29.07100481,55.68530403,51.18134573,70.01608116,71.65388449,79.8429,0,0,108.5044531,79.43344829,129.7958929,40.94507635,0,136.3471051,74.11058891,52.40969853,0,0,0,0,0,
,,,,,,,,2413,44.80851084,40.2446812,74.68085141,30.70212734,29.45744717,56.42553165,51.861702,70.94680854,72.60638328,80.90425579,0,0,109.9468084,80.48936122,131.5212764,41.48936137,0,138.1595742,75.09574479,53.10638335,0,0,0,0,0,
,,,,,,,,2414,44.91538859,40.34067325,74.85898099,30.77535839,29.5277094,56.56011844,51.9854031,71.11603164,72.77956481,81.0972295,0,0,110.2090547,80.68134532,131.8349824,41.58832224,0,138.4891139,75.27486398,53.23305328,0,0,0,0,0,
,,,,,,,,2415,45.04898584,40.46066338,75.08164307,30.86689724,29.61553722,56.72835201,52.14002955,71.32756062,72.99604184,81.33844676,0,0,110.5368628,80.92132556,132.2271151,41.7120234,0,138.9010388,75.49876308,53.39139076,0,0,0,0,0,
,,,,,,,,2416,45.51657613,40.88062872,75.86096021,31.18728318,29.92293454,57.3171694,52.681222,72.0679119,73.75371128,82.182707,0,0,111.6841908,81.76125625,133.5995792,42.14497736,0,140.3427755,76.28240976,53.94557184,0,0,0,0,0,
,,,,,,,,2417,45.57001502,40.92862477,75.95002503,31.22389871,29.95806566,57.38446282,52.74307257,72.15252348,73.84030208,82.27919389,0,0,111.815314,81.85724833,133.7564322,42.19445782,0,140.5075454,76.37196938,54.00890682,0,0,0,0,0,
,,,,,,,,2418,45.57001502,40.92862477,75.95002503,31.22389871,29.95806566,57.38446282,52.74307257,72.15252348,73.84030208,82.27919389,0,0,111.815314,81.85724833,133.7564322,42.19445782,0,140.5075454,76.37196938,54.00890682,0,0,0,0,0,
,,,,,,,,2419,48.41563602,43.48441401,80.69272669,33.17367603,31.828798,60.96783738,56.03661537,76.65809004,78.45126203,87.41712069,0,0,118.7976247,86.96882674,142.1088568,44.82929204,0,149.2815434,81.14101937,57.38149468,0,0,0,0,0,
,,,,,,,,2420,47.57397348,42.72847636,79.2899558,32.59698134,31.27548281,59.90796605,55.06246892,75.3254577,77.087457,85.89745223,0,0,116.7324343,85.45695146,139.6384214,44.04997489,0,146.6864173,79.73045531,56.38396871,0,0,0,0,0,
,,,,,,,,2421,45.44977752,40.82063368,75.7496292,31.14151376,29.87902064,57.23305264,52.6039088,71.96214744,73.6454728,82.0620984,0,0,111.5202868,81.64126616,133.4035129,42.0831268,0,140.1368131,76.17046024,53.86640312,0,0,0,0,0,
,,,,,,,,2422,42.5774371,38.24084644,70.96239516,29.17342868,27.99072275,53.6160314,49.27944074,67.41427512,68.99121748,76.87592818,0,0,104.4724145,76.48169175,124.9726619,39.42355237,0,131.2804302,71.35663047,50.46214779,0,0,0,0,0,
,,,,,,,,2423,38.95695217,34.98911459,64.92825362,26.69272609,25.61058913,49.05690228,45.0890647,61.68184068,63.12469099,70.33894151,0,0,95.58881728,69.97822816,114.3458682,36.07125155,0,120.1172684,65.28896594,46.17120269,0,0,0,0,0,
,,,,,,,,2424,37.19346873,33.4052452,61.98911456,25.48441338,24.45126204,46.83621945,43.04799592,58.88965858,60.26719468,67.15487418,0,0,91.26175147,66.81048942,109.1697178,34.43839654,0,114.6798612,62.33349833,44.08114824,0,0,0,0,0,
,,,,,,,,2425,36.15141035,32.46932239,60.25235058,24.77041042,23.76620513,45.52399779,41.84190983,57.23973281,58.57867414,65.27337987,0,0,88.70484895,64.93864382,106.1110835,33.47352767,0,111.4668478,60.58708567,42.84611607,0,0,0,0,0,
,,,,,,,,2426,35.72389921,32.08535405,59.53983202,24.47748613,23.48515615,44.98565044,41.34710528,56.56284018,57.88594777,64.50148476,0,0,87.6558633,64.17070716,104.8562591,33.07768403,0,110.1486885,59.87060868,42.33943621,0,0,0,0,0,
,,,,,,,,2427,35.6571006,32.025359,59.42850099,24.43171671,23.44124224,44.90153367,41.26979207,56.45707571,57.77770927,64.38087615,0,0,87.4919593,64.05071706,104.6601928,33.01583347,0,109.9427261,59.75865915,42.26026748,0,0,0,0,0,
,,,,,,,,2428,35.72389921,32.08535405,59.53983202,24.47748613,23.48515615,44.98565044,41.34710528,56.56284018,57.88594777,64.50148476,0,0,87.6558633,64.17070716,104.8562591,33.07768403,0,110.1486885,59.87060868,42.33943621,0,0,0,0,0,
,,,,,,,,2429,36.64572009,32.91328577,61.07620016,25.10910413,24.09116803,46.14646191,42.41402759,58.02238991,59.37963902,66.16588358,0,0,89.91773861,65.82657058,107.5619741,33.93122188,0,112.9909696,61.41551219,43.43196466,0,0,0,0,0,
,,,,,,,,2430,37.35378541,33.54923333,62.25630902,25.59425999,24.55665542,47.03809971,43.23354763,59.14349332,60.52696707,67.44433485,0,0,91.65512109,67.09846568,109.6402769,34.58683791,0,115.1741709,62.60217721,44.27115319,0,0,0,0,0,
,,,,,,,,2431,39.07718967,35.09710568,65.12864945,26.77511104,25.68963415,49.20831246,45.22822847,61.87221672,63.31952027,70.55603699,0,0,95.88384448,70.19421033,114.6987875,36.18258257,0,120.4880007,65.49047508,46.31370639,0,0,0,0,0,
,,,,,,,,2432,40.69371617,36.54898597,67.82286028,27.88273103,26.75235065,51.2439384,47.0992082,64.431717,65.93889191,73.4747654,0,0,99.85032152,73.09797086,119.4435921,37.67936635,0,125.4722907,68.19965374,48.22958965,0,0,0,0,0,
,,,,,,,,2433,42.08312735,37.79688305,70.13854558,28.83473497,27.66575986,52.99356728,48.70732298,66.63161802,68.19025261,75.98342447,0,0,103.2595248,75.59376499,123.5217712,38.96585816,0,129.7563085,70.52820395,49.8762992,0,0,0,0,0,
,,,,,,,,2434,42.93814959,38.5648197,71.56358266,29.42058354,28.22785782,54.07026195,49.69693205,67.98540324,69.57570533,77.52721464,0,0,105.3574961,77.12963827,126.0314198,39.75754542,0,132.3926271,71.96115789,50.8896589,0,0,0,0,0,
,,,,,,,,2435,43.28550242,38.876794,72.14250403,29.65858454,28.45621014,54.5076692,50.09896078,68.53537854,70.13854555,78.15437946,0,0,106.209797,77.75358685,127.0509647,40.0791684,0,133.4636316,72.54329549,51.30133632,0,0,0,0,0,
,,,,,,,,2436,43.47253852,39.04478013,72.45423087,29.78673891,28.57916907,54.74319615,50.31543775,68.83151904,70.44161331,78.49208354,0,0,106.6687282,78.08955911,127.5999503,40.25234997,0,134.0403262,72.85675415,51.52300875,0,0,0,0,0,
,,,,,,,,2437,43.94012884,39.46474551,73.23354807,30.10712487,28.88656641,55.33201358,50.85663025,69.57187038,71.19928282,79.33634384,0,0,107.8160563,78.92948986,128.9724145,40.68530397,0,135.4820631,73.64040089,52.07718987,0,0,0,0,0,
,,,,,,,,2438,44.55467609,40.01669999,74.25779349,30.52820353,29.29057433,56.10588789,51.56791179,70.54490352,72.19507697,80.44594304,0,0,109.3239731,80.0333988,130.7762244,41.25432919,0,137.3769171,74.67033656,52.80554217,0,0,0,0,0,
,,,,,,,,2439,45.63681366,40.98861985,76.06135611,31.26966815,30.00197959,57.46857963,52.82038582,72.258288,73.94854063,82.39980255,0,0,111.9792181,81.97723849,133.9524986,42.25630841,0,140.7135079,76.48391896,54.08807559,0,0,0,0,0,
,,,,,,,,2440,46.11776366,41.4205842,76.86293944,31.59920796,30.31815968,58.07422037,53.3770409,73.01979216,74.72785775,83.26818449,0,0,113.1593269,82.84116718,135.3641759,42.70163248,0,142.196437,77.28995553,54.6580904,0,0,0,0,0,
,,,,,,,,2441,46.90598734,42.12852584,78.17664557,32.13928714,30.83634377,59.06679832,54.28933682,74.26781298,76.00507205,84.69136613,0,0,115.0933942,84.25705044,137.6777583,43.43146921,0,144.6267934,78.61096002,55.59228143,0,0,0,0,0,
,,,,,,,,2442,46.7189512,41.96053967,77.86491866,32.01113275,30.71338482,58.83127133,54.0728598,73.97167242,75.70200422,84.35366199,0,0,114.6344629,83.92107811,137.1287726,43.2582876,0,144.0500986,78.2975013,55.37060896,0,0,0,0,0,
,,,,,,,,2443,49.1504208,44.1443596,81.917368,33.67713968,32.31185097,61.89312192,56.88706072,77.82149928,79.64188552,88.74381545,0,0,120.6005689,88.28871791,144.2655862,45.50964831,0,151.5471298,82.37246424,58.25235073,0,0,0,0,0,
,,,,,,,,2444,48.25531934,43.34042588,80.42553223,33.06382942,31.72340463,60.76595712,55.85106366,76.4042553,78.19148963,87.12766002,0,0,118.4042551,86.68085048,141.6382976,44.68085067,0,148.7872337,80.87234049,57.19148973,0,0,0,0,0,
,,,,,,,,2445,45.63681366,40.98861985,76.06135611,31.26966815,30.00197959,57.46857963,52.82038582,72.258288,73.94854063,82.39980255,0,0,111.9792181,81.97723849,133.9524986,42.25630841,0,140.7135079,76.48391896,54.08807559,0,0,0,0,0,
,,,,,,,,2446,42.21672456,37.91687314,70.3612076,28.9262738,27.75358766,53.1618008,48.86194938,66.84314694,68.40672958,76.22464166,0,0,103.5873328,75.83374516,123.9139038,39.08955928,0,130.1682332,70.75210298,50.03463664,0,0,0,0,0,
,,,,,,,,2447,39.10390914,35.12110372,65.17318189,26.79341882,25.70719972,49.24195919,45.25915378,61.91452254,63.3628157,70.60428047,0,0,95.94940613,70.24220641,114.7772141,36.20732282,0,120.5703857,65.53525492,46.3453739,0,0,0,0,0,
,,,,,,,,2448,37.27362707,33.47723927,62.12271179,25.53933669,24.50395873,46.93715958,43.14077177,59.01657595,60.39708088,67.29960452,0,0,91.45843628,66.95447755,109.4049974,34.51261722,0,114.9270161,62.46783777,44.17615071,0,0,0,0,0,
,,,,,,,,2449,36.17812979,32.4933204,60.29688298,24.78871819,23.78377069,45.55764449,41.87283511,57.28203859,58.62196954,65.32162331,0,0,88.77041055,64.98663986,106.18951,33.4982679,0,111.5492328,60.63186548,42.87778356,0,0,0,0,0,
,,,,,,,,2450,35.49678392,31.88137087,59.16130653,24.3218701,23.33584887,44.69965341,41.08424036,56.20324097,57.51793688,64.09141548,0,0,87.09858967,63.7627408,104.1896337,32.8673921,0,109.4484164,59.48998027,42.07026252,0,0,0,0,0,
,,,,,,,,2451,35.38990614,31.78537879,58.98317689,24.24863903,23.26558662,44.56506657,40.96053922,56.03401781,57.34475529,63.89844171,0,0,86.83634326,63.57075664,103.8759276,32.76843119,0,109.1188765,59.31086103,41.94359256,0,0,0,0,0,
,,,,,,,,2452,35.2563089,31.66538868,58.76051484,24.15710018,23.17775881,44.39683302,40.8059128,55.82248886,57.12827829,63.65722449,0,0,86.50853524,63.33077643,103.483795,32.64473005,0,108.7069518,59.08696196,41.7852551,0,0,0,0,0,
,,,,,,,,2453,35.80405755,32.15734811,59.67342924,24.53240943,23.53785283,45.08659056,41.43988113,56.68975754,58.01583396,64.64621509,0,0,87.85254811,64.31469528,105.0915387,33.15190471,0,110.3958434,60.00494811,42.43443868,0,0,0,0,0,
,,,,,,,,2454,36.04453256,32.3733303,60.07422093,24.69717935,23.69594289,45.38941095,41.71820869,57.07050965,58.40549255,65.08040609,0,0,88.44260254,64.74665965,105.7973774,33.37456676,0,111.137308,60.40796642,42.7194461,0,0,0,0,0,
,,,,,,,,2455,37.42058403,33.60922838,62.36764004,25.64002941,24.60056932,47.12221648,43.31086084,59.24925779,60.63520557,67.56494346,0,0,91.8190251,67.21845578,109.8363432,34.64868847,0,115.3801333,62.71412674,44.35032192,0,0,0,0,0,
,,,,,,,,2456,39.02375078,35.04910964,65.03958463,26.7384955,25.65450303,49.14101904,45.1663779,61.78760514,63.23292947,70.4595501,0,0,95.75272127,70.09821825,114.5419345,36.13310211,0,120.3232308,65.40091545,46.25037141,0,0,0,0,0,
,,,,,,,,2457,40.53339949,36.40499784,67.55566582,27.77288442,26.64695728,51.04205814,46.91365649,64.17788226,65.67911952,73.18530473,0,0,99.45695189,72.80999461,118.973033,37.53092498,0,124.977981,67.93097486,48.0395847,0,0,0,0,0,
,,,,,,,,2458,41.57545788,37.34092066,69.2924298,28.48688738,27.33201419,52.35427981,48.11974258,65.82780804,67.36764006,75.06679905,0,0,102.0138544,74.68184022,122.0316673,38.49579385,0,128.1909943,69.67738753,49.27461687,0,0,0,0,0,
,,,,,,,,2459,42.53735792,38.2048494,70.89559653,29.14596702,27.9643744,53.56556132,49.2330528,67.35081642,68.92627437,76.803563,0,0,104.3740721,76.40969767,124.8550221,39.38644202,0,131.1568527,71.28946073,50.41464654,0,0,0,0,0,
,,,,,,,,2460,43.67293438,39.2247653,72.78822397,29.92404718,28.71091079,54.99554648,50.5473774,69.14881248,70.76632882,78.85390939,0,0,107.1604402,78.44952944,128.1881492,40.43790169,0,134.6582135,73.19260276,51.76051495,0,0,0,0,0,
,,,,,,,,2461,44.08708577,39.5967346,73.47847629,30.20781758,28.98317698,55.51707045,51.02671929,69.80455218,71.43740747,79.60168274,0,0,108.176645,79.19346804,129.4037603,40.8213752,0,135.9351803,73.88668982,52.25136104,0,0,0,0,0,
,,,,,,,,2462,44.83523027,40.2686792,74.72538379,30.7204351,29.47501272,56.45917833,51.89262727,70.9891143,72.64967865,80.9524992,0,0,110.0123699,80.53735722,131.5997029,41.51410158,0,138.2419591,75.14052458,53.13805082,0,0,0,0,0,
,,,,,,,,2463,45.81049006,41.14460698,76.35081676,31.38866864,30.11615573,57.68728324,53.02140016,72.53327562,74.22996071,82.71338492,0,0,112.4053685,82.28921275,134.462271,42.41711989,0,141.2490101,76.77498773,54.29391427,0,0,0,0,0,
,,,,,,,,2464,46.49183591,41.7565565,77.48639319,31.85551672,30.56407755,58.54527431,53.80999489,73.61207322,75.33399334,83.94359272,0,0,114.0771893,83.51311177,136.4621472,43.04799567,0,143.3498265,77.91687291,55.10143529,0,0,0,0,0,
,,,,,,,,2465,47.06630402,42.27251397,78.44384003,32.24913375,30.94173714,59.26867858,54.47488853,74.52164772,76.26484444,84.9808268,0,0,115.4867638,84.54502669,138.1483175,43.57991058,0,145.1211031,78.8796389,55.78228638,0,0,0,0,0,
,,,,,,,,2466,47.2266207,42.4165021,78.7110345,32.35898036,31.04713052,59.47055884,54.66044024,74.77548246,76.52461684,85.27028747,0,0,115.8801335,84.83300295,138.6188766,43.72835194,0,145.6154129,79.14831778,55.97229134,0,0,0,0,0,
,,,,,,,,2467,50.66006948,45.50024777,84.43344913,34.71152857,33.30430519,63.79416097,58.63433927,80.21177634,82.08807551,91.46957,0,0,124.3047994,91.00049421,148.6966846,46.90747115,0,156.2018799,84.90252359,60.04156397,0,0,0,0,0,
,,,,,,,,2468,50.28599723,45.16427547,83.80999538,34.45521981,33.05838732,63.32310703,58.20138528,79.61949528,81.48193992,90.79416177,0,0,123.3869369,90.32854962,147.5987132,46.56110796,0,155.0484905,84.27560621,59.59821908,0,0,0,0,0,
,,,,,,,,2469,47.19990123,42.39250406,78.66650205,32.34067258,31.02956494,59.43691211,54.62951493,74.73317664,76.48132141,85.222044,0,0,115.8145718,84.78500687,138.54045,43.7036117,0,145.5330279,79.10353793,55.94062382,0,0,0,0,0,
,,,,,,,,2470,42.87135099,38.50482465,71.45225165,29.37481413,28.18394392,53.98614518,49.61961885,67.87963878,69.46746685,77.40660604,0,0,105.1935921,77.00964818,125.8353536,39.69569486,0,132.1866647,71.84920838,50.81049018,0,0,0,0,0,
,,,,,,,,2471,39.14398828,35.15710073,65.23998046,26.82088045,25.73354805,49.29242922,45.30554167,61.97798118,63.42775875,70.67664559,0,0,96.04774847,70.31420042,114.8948538,36.24443313,0,120.6939631,65.6024246,46.39287511,0,0,0,0,0,
,,,,,,,,2472,37.20682846,33.41724421,62.01138076,25.49356727,24.46004483,46.85304281,43.06345856,58.91081148,60.28884238,67.17899591,0,0,91.29453227,66.83448745,109.2089311,34.45076665,0,114.7210537,62.35588824,44.09698199,0,0,0,0,0,
,,,,,,,,2473,36.13805062,32.45732337,60.23008437,24.76125654,23.75742235,45.50717443,41.82644719,57.21857991,58.55702644,65.24925814,0,0,88.67206815,64.9146458,106.0718702,33.46115756,0,111.4256554,60.56469576,42.83028232,0,0,0,0,0,
,,,,,,,,2474,35.76397838,32.12135108,59.60663063,24.50494778,23.51150449,45.0361205,41.3934932,56.62629886,57.95089086,64.57384993,0,0,87.75420571,64.24270122,104.9738989,33.11479437,0,110.272266,59.93777839,42.38693744,0,0,0,0,0,
,,,,,,,,2475,35.57694226,31.95336493,59.29490376,24.3767934,23.38854555,44.80059354,41.17701621,56.33015834,57.64782307,64.23614582,0,0,87.29527449,63.90672893,104.4249132,32.94161278,0,109.6955713,59.62431971,42.165265,0,0,0,0,0,
,,,,,,,,2476,36.33844647,32.63730853,60.56407744,24.8985648,23.88916407,45.75952475,42.05838682,57.53587333,58.88174193,65.61108398,0,0,89.16378018,65.27461611,106.6600691,33.64670926,0,112.0435426,60.90054435,43.06778851,0,0,0,0,0,
,,,,,,,,2477,38.58287992,34.65314229,64.30479987,26.43641733,25.36467126,48.58584834,44.65611071,61.08955962,62.5185554,69.66353328,0,0,94.67095482,69.30628357,113.2478969,35.72488836,0,118.963879,64.66204856,45.7278578,0,0,0,0,0,
,,,,,,,,2478,41.7090551,37.46091075,69.51509183,28.57842621,27.41984199,52.52251334,48.27436899,66.03933696,67.58411702,75.30801624,0,0,102.3416624,74.9218204,122.4237999,38.61949497,0,128.6029191,69.90128657,49.43295431,0,0,0,0,0,
,,,,,,,,2479,43.73973299,39.28476034,72.89955498,29.9698166,28.75482469,55.07966325,50.6246906,69.25457694,70.87456731,78.97451799,0,0,107.3243442,78.56951953,128.3842155,40.49975225,0,134.8641758,73.30455228,51.83968367,0,0,0,0,0,
,,,,,,,,2480,44.23404274,39.72872373,73.72340456,30.30851031,29.07978758,55.70212737,51.19680837,70.03723404,71.67553218,79.8670217,0,0,108.5372339,79.45744629,129.8351062,40.95744646,0,136.3882976,74.1329788,52.42553226,0,0,0,0,0,
,,,,,,,,2481,44.46115802,39.9327069,74.10193004,30.46412634,29.22909485,55.98812439,51.45967328,70.39683324,72.04354306,80.27709097,0,0,109.0945075,79.86541263,130.5017316,41.16773839,0,137.0885697,74.5136072,52.69470593,0,0,0,0,0,
,,,,,,,,2482,44.95546777,40.37667029,74.92577962,30.80282005,29.55405775,56.61058852,52.03179104,71.17949034,72.84450793,81.16959468,0,0,110.3073971,80.7533394,131.9526222,41.62543259,0,138.6126914,75.34203372,53.28055453,0,0,0,0,0,
,,,,,,,,2483,45.19594281,40.5926525,75.32657135,30.96758998,29.71214782,56.91340893,52.31011863,71.56024248,73.23416655,81.60378572,0,0,110.8974516,81.18530381,132.658461,41.84809466,0,139.3541561,75.74505207,53.56556198,0,0,0,0,0,
,,,,,,,,2484,45.4898567,40.85663072,75.81642783,31.16897542,29.90536899,57.28352272,52.65029674,72.02560614,73.71041591,82.13446358,0,0,111.6186292,81.71326024,133.5211527,42.12023715,0,140.2603906,76.23762998,53.91390437,0,0,0,0,0,
,,,,,,,,2485,45.50321641,40.86862972,75.83869402,31.1781293,29.91415176,57.30034606,52.66575937,72.04675902,73.7320636,82.15858529,0,0,111.65141,81.73725824,133.5603659,42.13260726,0,140.301583,76.26001987,53.9297381,0,0,0,0,0,
,,,,,,,,2486,45.86392895,41.19260302,76.43988158,31.42528418,30.15128686,57.75457666,53.08325073,72.6178872,74.3165515,82.80987181,0,0,112.5364917,82.38520483,134.619124,42.46660034,0,141.41378,76.86454736,54.35724926,0,0,0,0,0,
,,,,,,,,2487,45.55665531,40.91662577,75.92775884,31.21474483,29.94928289,57.36763948,52.72760994,72.1313706,73.8186544,82.25507218,0,0,111.7825332,81.83325033,133.717219,42.18208771,0,140.466353,76.34957949,53.99307309,0,0,0,0,0,
,,,,,,,,2488,45.90400809,41.22860003,76.50668015,31.45274581,30.17763518,57.80504669,53.12963862,72.68134584,74.38149456,82.88223693,0,0,112.634834,82.45719884,134.7367637,42.50371066,0,141.5373574,76.93171703,54.40475046,0,0,0,0,0,
,,,,,,,,2489,46.33151923,41.61256837,77.21919872,31.74567011,30.45868418,58.34339405,53.62444318,73.35823848,75.07422095,83.65413205,0,0,113.6838197,83.22513552,135.9915881,42.8995543,0,142.8555167,77.64819403,54.91143034,0,0,0,0,0,
,,,,,,,,2490,46.57199427,41.82855058,77.61999045,31.91044004,30.61677425,58.64621446,53.90277077,73.73899062,75.46387957,84.08832309,0,0,114.2738742,83.65709993,136.6974268,43.12221637,0,143.5969814,78.05121238,55.19643779,0,0,0,0,0,
,,,,,,,,2491,50.15240002,45.04428538,83.58733336,34.36368098,32.97055953,63.15487351,58.04675887,79.40796636,81.26546295,90.55294458,0,0,123.059129,90.08856944,147.2065807,46.43740683,0,154.6365657,84.05170718,59.43988165,0,0,0,0,0,
